Example_experiment_data
;TSE PhenoMaster V4.8.9 (2013-4929)
Box;Animal No.;Weight_g;Text1
1;1;350;HEALTHY
2;2;350;DISEASE
3;3;350;HEALTHY
4;4;350;DISEASE
5;5;350;HEALTHY
1;6;350;DISEASE
2;7;350;HEALTHY
3;8;350;DISEASE
4;9;350;HEALTHY
5;10;350;DISEASE

Date;Time;Animal No.;Box;XT+YT;XT;XY
2024-07-22;09:04:00;10;5;35;253;660
2024-07-22;09:05:00;1;1;69;0;655
2024-07-22;09:05:00;2;1;35;263;672
2024-07-22;09:05:00;3;2;67;246;0
2024-07-22;09:05:00;4;2;35;259;0
2024-07-22;09:05:00;5;3;66;0;701
2024-07-22;09:05:00;6;3;35;256;0
2024-07-22;09:05:00;7;4;0;0;690
2024-07-22;09:05:00;8;4;35;244;0
2024-07-22;09:05:00;9;5;78;233;0
2024-07-22;09:05:00;10;5;35;241;686
2024-07-22;09:06:00;1;1;74;245;676
2024-07-22;09:06:00;2;1;35;0;704
2024-07-22;09:06:00;3;2;69;246;698
2024-07-22;09:06:00;4;2;35;252;717
2024-07-22;09:06:00;5;3;63;248;701
2024-07-22;09:06:00;6;3;35;254;715
2024-07-22;09:06:00;7;4;0;262;0
2024-07-22;09:06:00;8;4;35;274;715
2024-07-22;09:06:00;9;5;79;245;0
2024-07-22;09:06:00;10;5;35;250;0
2024-07-22;09:07:00;1;1;0;0;0
2024-07-22;09:07:00;2;1;35;274;0
2024-07-22;09:07:00;3;2;0;259;701
2024-07-22;09:07:00;4;2;35;268;708
2024-07-22;09:07:00;5;3;68;237;0
2024-07-22;09:07:00;6;3;35;0;723
2024-07-22;09:07:00;7;4;78;0;644
2024-07-22;09:07:00;8;4;35;254;664
2024-07-22;09:07:00;9;5;77;242;0
2024-07-22;09:07:00;10;5;35;250;718
2024-07-22;09:08:00;1;1;72;249;684
2024-07-22;09:08:00;2;1;35;261;702
2024-07-22;09:08:00;3;2;51;234;707
2024-07-22;09:08:00;4;2;35;248;719
2024-07-22;09:08:00;5;3;0;257;688
2024-07-22;09:08:00;6;3;35;263;695
2024-07-22;09:08:00;7;4;65;230;706
2024-07-22;09:08:00;8;4;35;0;0
2024-07-22;09:08:00;9;5;0;253;686
2024-07-22;09:08:00;10;5;35;263;0
2024-07-22;09:09:00;1;1;78;234;687
2024-07-22;09:09:00;2;1;35;0;705
2024-07-22;09:09:00;3;2;89;259;686
2024-07-22;09:09:00;4;2;35;267;0
2024-07-22;09:09:00;5;3;85;242;668
2024-07-22;09:09:00;6;3;35;250;699
2024-07-22;09:09:00;7;4;70;256;0
2024-07-22;09:09:00;8;4;35;259;708
2024-07-22;09:09:00;9;5;69;221;674
2024-07-22;09:09:00;10;5;35;0;699
2024-07-22;09:10:00;1;1;66;231;680
2024-07-22;09:10:00;2;1;35;238;0
2024-07-22;09:10:00;3;2;0;0;0
2024-07-22;09:10:00;4;2;35;0;722
2024-07-22;09:10:00;5;3;59;224;0
2024-07-22;09:10:00;6;3;35;233;702
2024-07-22;09:10:00;7;4;0;224;665
2024-07-22;09:10:00;8;4;35;0;0
2024-07-22;09:10:00;9;5;67;0;702
2024-07-22;09:10:00;10;5;35;266;704
2024-07-22;09:11:00;1;1;67;242;697
2024-07-22;09:11:00;2;1;35;257;0
2024-07-22;09:11:00;3;2;59;261;719
2024-07-22;09:11:00;4;2;35;267;725
2024-07-22;09:11:00;5;3;84;230;697
2024-07-22;09:11:00;6;3;35;240;707
2024-07-22;09:11:00;7;4;67;246;698
2024-07-22;09:11:00;8;4;35;254;703
2024-07-22;09:11:00;9;5;96;0;691
2024-07-22;09:11:00;10;5;35;0;696
2024-07-22;09:12:00;1;1;63;244;676
2024-07-22;09:12:00;2;1;35;250;687
2024-07-22;09:12:00;3;2;0;0;676
2024-07-22;09:12:00;4;2;35;264;695
2024-07-22;09:12:00;5;3;89;240;724
2024-07-22;09:12:00;6;3;35;252;736
2024-07-22;09:12:00;7;4;84;215;656
2024-07-22;09:12:00;8;4;35;230;683
2024-07-22;09:12:00;9;5;57;250;681
2024-07-22;09:12:00;10;5;35;265;705
2024-07-22;09:13:00;1;1;65;244;690
2024-07-22;09:13:00;2;1;35;258;711
2024-07-22;09:13:00;3;2;69;242;685
2024-07-22;09:13:00;4;2;35;252;692
2024-07-22;09:13:00;5;3;0;0;697
2024-07-22;09:13:00;6;3;35;245;720
2024-07-22;09:13:00;7;4;0;252;695
2024-07-22;09:13:00;8;4;35;0;0
2024-07-22;09:13:00;9;5;0;227;0
2024-07-22;09:13:00;10;5;35;237;690
2024-07-22;09:14:00;1;1;69;234;661
2024-07-22;09:14:00;2;1;35;239;666
2024-07-22;09:14:00;3;2;88;253;0
2024-07-22;09:14:00;4;2;35;261;0
2024-07-22;09:14:00;5;3;93;0;691
2024-07-22;09:14:00;6;3;35;0;701
2024-07-22;09:14:00;7;4;56;251;704
2024-07-22;09:14:00;8;4;35;261;726
2024-07-22;09:14:00;9;5;0;235;698
2024-07-22;09:14:00;10;5;35;242;713
2024-07-22;09:15:00;1;1;0;249;0
2024-07-22;09:15:00;2;1;35;0;690
2024-07-22;09:15:00;3;2;70;0;699
2024-07-22;09:15:00;4;2;35;0;713
2024-07-22;09:15:00;5;3;84;227;683
2024-07-22;09:15:00;6;3;35;239;705
2024-07-22;09:15:00;7;4;80;0;691
2024-07-22;09:15:00;8;4;35;281;0
2024-07-22;09:15:00;9;5;77;255;686
2024-07-22;09:15:00;10;5;35;261;701
2024-07-22;09:16:00;1;1;36;238;667
2024-07-22;09:16:00;2;1;0;249;0
2024-07-22;09:16:00;3;2;80;236;704
2024-07-22;09:16:00;4;2;90;247;717
2024-07-22;09:16:00;5;3;69;230;0
2024-07-22;09:16:00;6;3;76;242;707
2024-07-22;09:16:00;7;4;0;0;669
2024-07-22;09:16:00;8;4;60;0;692
2024-07-22;09:16:00;9;5;77;0;692
2024-07-22;09:16:00;10;5;79;248;0
2024-07-22;09:17:00;1;1;0;246;0
2024-07-22;09:17:00;2;1;0;0;714
2024-07-22;09:17:00;3;2;54;230;709
2024-07-22;09:17:00;4;2;0;239;716
2024-07-22;09:17:00;5;3;61;265;0
2024-07-22;09:17:00;6;3;71;0;716
2024-07-22;09:17:00;7;4;63;232;717
2024-07-22;09:17:00;8;4;73;0;727
2024-07-22;09:17:00;9;5;58;232;0
2024-07-22;09:17:00;10;5;64;248;704
2024-07-22;09:18:00;1;1;51;212;692
2024-07-22;09:18:00;2;1;56;0;703
2024-07-22;09:18:00;3;2;77;247;678
2024-07-22;09:18:00;4;2;0;261;0
2024-07-22;09:18:00;5;3;73;254;0
2024-07-22;09:18:00;6;3;0;0;726
2024-07-22;09:18:00;7;4;0;0;719
2024-07-22;09:18:00;8;4;87;0;738
2024-07-22;09:18:00;9;5;69;235;0
2024-07-22;09:18:00;10;5;83;244;699
2024-07-22;09:19:00;1;1;66;240;711
2024-07-22;09:19:00;2;1;79;255;720
2024-07-22;09:19:00;3;2;55;232;688
2024-07-22;09:19:00;4;2;56;242;707
2024-07-22;09:19:00;5;3;55;246;701
2024-07-22;09:19:00;6;3;71;252;0
2024-07-22;09:19:00;7;4;76;232;0
2024-07-22;09:19:00;8;4;84;250;693
2024-07-22;09:19:00;9;5;64;238;684
2024-07-22;09:19:00;10;5;70;245;696
2024-07-22;09:20:00;1;1;81;221;0
2024-07-22;09:20:00;2;1;0;236;723
2024-07-22;09:20:00;3;2;0;233;0
2024-07-22;09:20:00;4;2;0;245;722
2024-07-22;09:20:00;5;3;0;254;682
2024-07-22;09:20:00;6;3;0;0;688
2024-07-22;09:20:00;7;4;69;229;678
2024-07-22;09:20:00;8;4;72;0;694
2024-07-22;09:20:00;9;5;80;244;676
2024-07-22;09:20:00;10;5;87;258;681
2024-07-22;09:21:00;1;1;0;252;0
2024-07-22;09:21:00;2;1;88;256;716
2024-07-22;09:21:00;3;2;62;243;0
2024-07-22;09:21:00;4;2;64;0;0
2024-07-22;09:21:00;5;3;94;237;698
2024-07-22;09:21:00;6;3;98;249;711
2024-07-22;09:21:00;7;4;60;247;693
2024-07-22;09:21:00;8;4;75;253;712
2024-07-22;09:21:00;9;5;85;255;703
2024-07-22;09:21:00;10;5;95;0;735
2024-07-22;09:22:00;1;1;68;241;736
2024-07-22;09:22:00;2;1;77;251;737
2024-07-22;09:22:00;3;2;0;262;712
2024-07-22;09:22:00;4;2;51;276;0
2024-07-22;09:22:00;5;3;0;243;703
2024-07-22;09:22:00;6;3;93;258;0
2024-07-22;09:22:00;7;4;0;0;706
2024-07-22;09:22:00;8;4;0;242;711
2024-07-22;09:22:00;9;5;0;245;0
2024-07-22;09:22:00;10;5;69;244;0
2024-07-22;09:23:00;1;1;47;247;675
2024-07-22;09:23:00;2;1;58;0;691
2024-07-22;09:23:00;3;2;0;238;699
2024-07-22;09:23:00;4;2;65;0;732
2024-07-22;09:23:00;5;3;63;0;715
2024-07-22;09:23:00;6;3;68;245;728
2024-07-22;09:23:00;7;4;63;250;0
2024-07-22;09:23:00;8;4;69;261;709
2024-07-22;09:23:00;9;5;65;223;693
2024-07-22;09:23:00;10;5;68;0;695
2024-07-22;09:24:00;1;1;88;243;699
2024-07-22;09:24:00;2;1;94;244;716
2024-07-22;09:24:00;3;2;63;0;681
2024-07-22;09:24:00;4;2;69;242;688
2024-07-22;09:24:00;5;3;75;0;691
2024-07-22;09:24:00;6;3;80;0;705
2024-07-22;09:24:00;7;4;86;0;0
2024-07-22;09:24:00;8;4;87;238;683
2024-07-22;09:24:00;9;5;78;265;0
2024-07-22;09:24:00;10;5;85;271;711
2024-07-22;09:25:00;1;1;85;253;679
2024-07-22;09:25:00;2;1;92;260;690
2024-07-22;09:25:00;3;2;65;236;705
2024-07-22;09:25:00;4;2;0;248;725
2024-07-22;09:25:00;5;3;0;246;698
2024-07-22;09:25:00;6;3;0;0;694
2024-07-22;09:25:00;7;4;0;238;682
2024-07-22;09:25:00;8;4;74;0;701
2024-07-22;09:25:00;9;5;83;0;662
2024-07-22;09:25:00;10;5;96;0;677
2024-07-22;09:26:00;1;1;0;0;698
2024-07-22;09:26:00;2;1;65;253;698
2024-07-22;09:26:00;3;2;0;0;705
2024-07-22;09:26:00;4;2;66;277;704
2024-07-22;09:26:00;5;3;66;0;0
2024-07-22;09:26:00;6;3;0;0;0
2024-07-22;09:26:00;7;4;67;241;696
2024-07-22;09:26:00;8;4;72;253;0
2024-07-22;09:26:00;9;5;67;270;701
2024-07-22;09:26:00;10;5;0;0;0
2024-07-22;09:27:00;1;1;88;254;700
2024-07-22;09:27:00;2;1;93;265;704
2024-07-22;09:27:00;3;2;79;251;702
2024-07-22;09:27:00;4;2;0;250;710
2024-07-22;09:27:00;5;3;0;0;693
2024-07-22;09:27:00;6;3;71;0;702
2024-07-22;09:27:00;7;4;64;257;695
2024-07-22;09:27:00;8;4;73;267;705
2024-07-22;09:27:00;9;5;74;0;0
2024-07-22;09:27:00;10;5;85;243;0
2024-07-22;09:28:00;1;1;59;0;684
2024-07-22;09:28:00;2;1;75;265;697
2024-07-22;09:28:00;3;2;45;236;704
2024-07-22;09:28:00;4;2;58;247;0
2024-07-22;09:28:00;5;3;70;229;0
2024-07-22;09:28:00;6;3;0;242;0
2024-07-22;09:28:00;7;4;85;228;716
2024-07-22;09:28:00;8;4;88;238;735
2024-07-22;09:28:00;9;5;82;243;686
2024-07-22;09:28:00;10;5;91;249;704
2024-07-22;09:29:00;1;1;55;240;678
2024-07-22;09:29:00;2;1;64;250;696
2024-07-22;09:29:00;3;2;73;236;0
2024-07-22;09:29:00;4;2;0;249;710
2024-07-22;09:29:00;5;3;0;0;659
2024-07-22;09:29:00;6;3;74;0;679
2024-07-22;09:29:00;7;4;0;230;711
2024-07-22;09:29:00;8;4;78;0;0
2024-07-22;09:29:00;9;5;73;249;675
2024-07-22;09:29:00;10;5;79;260;692
2024-07-22;09:30:00;1;1;55;231;683
2024-07-22;09:30:00;2;1;59;0;691
2024-07-22;09:30:00;3;2;57;0;706
2024-07-22;09:30:00;4;2;63;252;0
2024-07-22;09:30:00;5;3;0;0;710
2024-07-22;09:30:00;6;3;77;261;0
2024-07-22;09:30:00;7;4;84;257;0
2024-07-22;09:30:00;8;4;88;0;694
2024-07-22;09:30:00;9;5;0;248;682
2024-07-22;09:30:00;10;5;55;262;0
2024-07-22;09:31:00;1;1;84;244;710
2024-07-22;09:31:00;2;1;83;252;725
2024-07-22;09:31:00;3;2;106;238;663
2024-07-22;09:31:00;4;2;0;0;680
2024-07-22;09:31:00;5;3;75;247;689
2024-07-22;09:31:00;6;3;85;0;710
2024-07-22;09:31:00;7;4;74;243;688
2024-07-22;09:31:00;8;4;86;0;706
2024-07-22;09:31:00;9;5;0;251;731
2024-07-22;09:31:00;10;5;80;264;0
2024-07-22;09:32:00;1;1;67;246;673
2024-07-22;09:32:00;2;1;75;260;682
2024-07-22;09:32:00;3;2;65;0;703
2024-07-22;09:32:00;4;2;75;268;726
2024-07-22;09:32:00;5;3;54;249;687
2024-07-22;09:32:00;6;3;68;260;704
2024-07-22;09:32:00;7;4;0;245;702
2024-07-22;09:32:00;8;4;0;257;718
2024-07-22;09:32:00;9;5;0;0;677
2024-07-22;09:32:00;10;5;92;260;696
2024-07-22;09:33:00;1;1;63;247;716
2024-07-22;09:33:00;2;1;0;253;733
2024-07-22;09:33:00;3;2;58;0;698
2024-07-22;09:33:00;4;2;0;0;0
2024-07-22;09:33:00;5;3;84;230;679
2024-07-22;09:33:00;6;3;88;243;0
2024-07-22;09:33:00;7;4;0;251;0
2024-07-22;09:33:00;8;4;74;263;689
2024-07-22;09:33:00;9;5;78;224;684
2024-07-22;09:33:00;10;5;0;0;699
2024-07-22;09:34:00;1;1;67;244;701
2024-07-22;09:34:00;2;1;77;256;722
2024-07-22;09:34:00;3;2;60;229;687
2024-07-22;09:34:00;4;2;74;235;712
2024-07-22;09:34:00;5;3;64;0;687
2024-07-22;09:34:00;6;3;0;0;699
2024-07-22;09:34:00;7;4;64;0;675
2024-07-22;09:34:00;8;4;72;249;692
2024-07-22;09:34:00;9;5;66;246;0
2024-07-22;09:34:00;10;5;0;258;708
2024-07-22;09:35:00;1;1;55;246;703
2024-07-22;09:35:00;2;1;0;257;722
2024-07-22;09:35:00;3;2;0;0;694
2024-07-22;09:35:00;4;2;0;259;707
2024-07-22;09:35:00;5;3;0;0;688
2024-07-22;09:35:00;6;3;83;0;714
2024-07-22;09:35:00;7;4;50;0;721
2024-07-22;09:35:00;8;4;60;0;732
2024-07-22;09:35:00;9;5;95;254;711
2024-07-22;09:35:00;10;5;96;261;730
2024-07-22;09:36:00;1;1;97;0;704
2024-07-22;09:36:00;2;1;106;274;718
2024-07-22;09:36:00;3;2;58;242;715
2024-07-22;09:36:00;4;2;66;0;726
2024-07-22;09:36:00;5;3;65;244;694
2024-07-22;09:36:00;6;3;73;249;705
2024-07-22;09:36:00;7;4;58;253;725
2024-07-22;09:36:00;8;4;0;267;735
2024-07-22;09:36:00;9;5;54;229;682
2024-07-22;09:36:00;10;5;64;238;0
2024-07-22;09:37:00;1;1;86;240;693
2024-07-22;09:37:00;2;1;0;250;711
2024-07-22;09:37:00;3;2;0;253;697
2024-07-22;09:37:00;4;2;66;261;704
2024-07-22;09:37:00;5;3;0;251;0
2024-07-22;09:37:00;6;3;81;259;728
2024-07-22;09:37:00;7;4;62;253;0
2024-07-22;09:37:00;8;4;72;265;707
2024-07-22;09:37:00;9;5;86;240;704
2024-07-22;09:37:00;10;5;0;249;706
2024-07-22;09:38:00;1;1;53;249;707
2024-07-22;09:38:00;2;1;0;0;0
2024-07-22;09:38:00;3;2;77;244;720
2024-07-22;09:38:00;4;2;0;0;726
2024-07-22;09:38:00;5;3;50;265;0
2024-07-22;09:38:00;6;3;0;0;693
2024-07-22;09:38:00;7;4;75;0;0
2024-07-22;09:38:00;8;4;86;0;721
2024-07-22;09:38:00;9;5;77;250;690
2024-07-22;09:38:00;10;5;70;0;704
2024-07-22;09:39:00;1;1;0;250;702
2024-07-22;09:39:00;2;1;85;264;717
2024-07-22;09:39:00;3;2;65;240;650
2024-07-22;09:39:00;4;2;69;250;0
2024-07-22;09:39:00;5;3;0;222;725
2024-07-22;09:39:00;6;3;73;237;0
2024-07-22;09:39:00;7;4;77;240;675
2024-07-22;09:39:00;8;4;81;251;694
2024-07-22;09:39:00;9;5;73;242;0
2024-07-22;09:39:00;10;5;75;0;685
2024-07-22;09:40:00;1;1;0;244;686
2024-07-22;09:40:00;2;1;85;250;0
2024-07-22;09:40:00;3;2;56;252;725
2024-07-22;09:40:00;4;2;67;0;733
2024-07-22;09:40:00;5;3;57;250;705
2024-07-22;09:40:00;6;3;60;266;0
2024-07-22;09:40:00;7;4;0;254;694
2024-07-22;09:40:00;8;4;87;267;709
2024-07-22;09:40:00;9;5;89;263;698
2024-07-22;09:40:00;10;5;91;275;0
2024-07-22;09:41:00;1;1;0;219;681
2024-07-22;09:41:00;2;1;82;233;698
2024-07-22;09:41:00;3;2;53;0;686
2024-07-22;09:41:00;4;2;64;242;704
2024-07-22;09:41:00;5;3;0;258;702
2024-07-22;09:41:00;6;3;69;0;727
2024-07-22;09:41:00;7;4;0;250;721
2024-07-22;09:41:00;8;4;0;0;747
2024-07-22;09:41:00;9;5;57;0;692
2024-07-22;09:41:00;10;5;68;0;709
2024-07-22;09:42:00;1;1;0;249;696
2024-07-22;09:42:00;2;1;98;263;698
2024-07-22;09:42:00;3;2;83;258;712
2024-07-22;09:42:00;4;2;87;270;730
2024-07-22;09:42:00;5;3;80;0;676
2024-07-22;09:42:00;6;3;83;258;696
2024-07-22;09:42:00;7;4;79;238;674
2024-07-22;09:42:00;8;4;0;247;690
2024-07-22;09:42:00;9;5;86;0;0
2024-07-22;09:42:00;10;5;93;247;714
2024-07-22;09:43:00;1;1;88;241;0
2024-07-22;09:43:00;2;1;101;260;696
2024-07-22;09:43:00;3;2;95;0;695
2024-07-22;09:43:00;4;2;105;241;0
2024-07-22;09:43:00;5;3;76;250;688
2024-07-22;09:43:00;6;3;77;258;0
2024-07-22;09:43:00;7;4;62;258;688
2024-07-22;09:43:00;8;4;66;0;0
2024-07-22;09:43:00;9;5;41;252;719
2024-07-22;09:43:00;10;5;44;267;732
2024-07-22;09:44:00;1;1;0;245;691
2024-07-22;09:44:00;2;1;68;254;714
2024-07-22;09:44:00;3;2;0;246;676
2024-07-22;09:44:00;4;2;58;253;693
2024-07-22;09:44:00;5;3;77;0;0
2024-07-22;09:44:00;6;3;85;251;711
2024-07-22;09:44:00;7;4;0;263;703
2024-07-22;09:44:00;8;4;101;264;715
2024-07-22;09:44:00;9;5;0;0;676
2024-07-22;09:44:00;10;5;0;0;695
2024-07-22;09:45:00;1;1;86;0;659
2024-07-22;09:45:00;2;1;0;249;679
2024-07-22;09:45:00;3;2;78;0;707
2024-07-22;09:45:00;4;2;0;272;726
2024-07-22;09:45:00;5;3;80;0;0
2024-07-22;09:45:00;6;3;89;0;689
2024-07-22;09:45:00;7;4;0;261;715
2024-07-22;09:45:00;8;4;85;266;0
2024-07-22;09:45:00;9;5;68;0;685
2024-07-22;09:45:00;10;5;83;237;704
2024-07-22;09:46:00;1;1;0;243;671
2024-07-22;09:46:00;2;1;53;256;692
2024-07-22;09:46:00;3;2;76;249;699
2024-07-22;09:46:00;4;2;0;0;723
2024-07-22;09:46:00;5;3;88;216;693
2024-07-22;09:46:00;6;3;0;231;0
2024-07-22;09:46:00;7;4;0;242;683
2024-07-22;09:46:00;8;4;90;258;694
2024-07-22;09:46:00;9;5;64;243;680
2024-07-22;09:46:00;10;5;0;258;695
2024-07-22;09:47:00;1;1;73;0;0
2024-07-22;09:47:00;2;1;79;0;692
2024-07-22;09:47:00;3;2;69;255;680
2024-07-22;09:47:00;4;2;85;0;701
2024-07-22;09:47:00;5;3;81;239;694
2024-07-22;09:47:00;6;3;88;250;0
2024-07-22;09:47:00;7;4;0;250;704
2024-07-22;09:47:00;8;4;0;266;714
2024-07-22;09:47:00;9;5;0;0;703
2024-07-22;09:47:00;10;5;53;256;719
2024-07-22;09:48:00;1;1;75;268;0
2024-07-22;09:48:00;2;1;82;274;701
2024-07-22;09:48:00;3;2;0;241;666
2024-07-22;09:48:00;4;2;78;254;681
2024-07-22;09:48:00;5;3;47;244;693
2024-07-22;09:48:00;6;3;59;0;0
2024-07-22;09:48:00;7;4;65;237;679
2024-07-22;09:48:00;8;4;71;248;0
2024-07-22;09:48:00;9;5;71;236;0
2024-07-22;09:48:00;10;5;0;241;710
2024-07-22;09:49:00;1;1;59;0;695
2024-07-22;09:49:00;2;1;65;261;0
2024-07-22;09:49:00;3;2;0;0;0
2024-07-22;09:49:00;4;2;0;240;688
2024-07-22;09:49:00;5;3;0;0;678
2024-07-22;09:49:00;6;3;56;237;691
2024-07-22;09:49:00;7;4;78;252;691
2024-07-22;09:49:00;8;4;87;256;703
2024-07-22;09:49:00;9;5;69;228;687
2024-07-22;09:49:00;10;5;77;248;696
2024-07-22;09:50:00;1;1;0;0;710
2024-07-22;09:50:00;2;1;77;248;711
2024-07-22;09:50:00;3;2;0;248;679
2024-07-22;09:50:00;4;2;0;258;0
2024-07-22;09:50:00;5;3;70;250;706
2024-07-22;09:50:00;6;3;80;257;720
2024-07-22;09:50:00;7;4;63;238;0
2024-07-22;09:50:00;8;4;72;250;686
2024-07-22;09:50:00;9;5;75;246;0
2024-07-22;09:50:00;10;5;84;0;712
2024-07-22;09:51:00;1;1;77;0;0
2024-07-22;09:51:00;2;1;84;270;0
2024-07-22;09:51:00;3;2;63;255;671
2024-07-22;09:51:00;4;2;72;255;0
2024-07-22;09:51:00;5;3;52;256;713
2024-07-22;09:51:00;6;3;62;262;724
2024-07-22;09:51:00;7;4;66;235;671
2024-07-22;09:51:00;8;4;78;251;691
2024-07-22;09:51:00;9;5;0;0;671
2024-07-22;09:51:00;10;5;0;251;691
2024-07-22;09:52:00;1;1;82;0;680
2024-07-22;09:52:00;2;1;0;270;0
2024-07-22;09:52:00;3;2;76;0;711
2024-07-22;09:52:00;4;2;81;251;736
2024-07-22;09:52:00;5;3;94;223;0
2024-07-22;09:52:00;6;3;0;0;693
2024-07-22;09:52:00;7;4;63;230;0
2024-07-22;09:52:00;8;4;0;245;703
2024-07-22;09:52:00;9;5;0;0;0
2024-07-22;09:52:00;10;5;0;0;717
2024-07-22;09:53:00;1;1;70;258;659
2024-07-22;09:53:00;2;1;76;262;0
2024-07-22;09:53:00;3;2;0;238;0
2024-07-22;09:53:00;4;2;91;0;678
2024-07-22;09:53:00;5;3;76;255;689
2024-07-22;09:53:00;6;3;85;262;712
2024-07-22;09:53:00;7;4;0;240;718
2024-07-22;09:53:00;8;4;51;249;735
2024-07-22;09:53:00;9;5;56;245;0
2024-07-22;09:53:00;10;5;71;262;0
2024-07-22;09:54:00;1;1;67;249;678
2024-07-22;09:54:00;2;1;0;0;701
2024-07-22;09:54:00;3;2;65;254;0
2024-07-22;09:54:00;4;2;76;0;0
2024-07-22;09:54:00;5;3;53;0;700
2024-07-22;09:54:00;6;3;0;259;705
2024-07-22;09:54:00;7;4;80;256;673
2024-07-22;09:54:00;8;4;0;257;692
2024-07-22;09:54:00;9;5;67;254;687
2024-07-22;09:54:00;10;5;0;261;698
2024-07-22;09:55:00;1;1;64;227;699
2024-07-22;09:55:00;2;1;71;232;710
2024-07-22;09:55:00;3;2;77;242;685
2024-07-22;09:55:00;4;2;87;246;699
2024-07-22;09:55:00;5;3;92;247;697
2024-07-22;09:55:00;6;3;93;0;0
2024-07-22;09:55:00;7;4;73;247;694
2024-07-22;09:55:00;8;4;81;0;0
2024-07-22;09:55:00;9;5;82;250;698
2024-07-22;09:55:00;10;5;94;265;702
2024-07-22;09:56:00;1;1;76;246;0
2024-07-22;09:56:00;2;1;76;251;0
2024-07-22;09:56:00;3;2;57;254;687
2024-07-22;09:56:00;4;2;0;266;695
2024-07-22;09:56:00;5;3;87;238;683
2024-07-22;09:56:00;6;3;93;245;695
2024-07-22;09:56:00;7;4;72;228;700
2024-07-22;09:56:00;8;4;0;243;703
2024-07-22;09:56:00;9;5;72;252;705
2024-07-22;09:56:00;10;5;83;264;715
2024-07-22;09:57:00;1;1;86;0;710
2024-07-22;09:57:00;2;1;96;259;727
2024-07-22;09:57:00;3;2;68;257;699
2024-07-22;09:57:00;4;2;72;266;0
2024-07-22;09:57:00;5;3;60;0;0
2024-07-22;09:57:00;6;3;0;258;709
2024-07-22;09:57:00;7;4;0;236;0
2024-07-22;09:57:00;8;4;0;241;0
2024-07-22;09:57:00;9;5;86;0;0
2024-07-22;09:57:00;10;5;100;267;723
2024-07-22;09:58:00;1;1;74;232;704
2024-07-22;09:58:00;2;1;82;234;0
2024-07-22;09:58:00;3;2;94;0;682
2024-07-22;09:58:00;4;2;100;0;703
2024-07-22;09:58:00;5;3;37;256;672
2024-07-22;09:58:00;6;3;50;266;689
2024-07-22;09:58:00;7;4;90;246;0
2024-07-22;09:58:00;8;4;101;0;0
2024-07-22;09:58:00;9;5;55;247;675
2024-07-22;09:58:00;10;5;0;262;0
2024-07-22;09:59:00;1;1;83;236;0
2024-07-22;09:59:00;2;1;89;0;693
2024-07-22;09:59:00;3;2;0;256;0
2024-07-22;09:59:00;4;2;0;267;697
2024-07-22;09:59:00;5;3;0;244;0
2024-07-22;09:59:00;6;3;54;254;719
2024-07-22;09:59:00;7;4;71;228;0
2024-07-22;09:59:00;8;4;75;0;694
2024-07-22;09:59:00;9;5;55;0;692
2024-07-22;09:59:00;10;5;0;255;710
2024-07-22;10:00:00;1;1;0;220;690
2024-07-22;10:00:00;2;1;61;241;695
2024-07-22;10:00:00;3;2;71;223;0
2024-07-22;10:00:00;4;2;77;244;699
2024-07-22;10:00:00;5;3;95;229;0
2024-07-22;10:00:00;6;3;110;0;711
2024-07-22;10:00:00;7;4;38;250;715
2024-07-22;10:00:00;8;4;0;267;719
2024-07-22;10:00:00;9;5;70;248;681
2024-07-22;10:00:00;10;5;0;255;685
2024-07-22;10:01:00;1;1;67;0;687
2024-07-22;10:01:00;2;1;71;0;707
2024-07-22;10:01:00;3;2;70;244;675
2024-07-22;10:01:00;4;2;0;262;697
2024-07-22;10:01:00;5;3;0;241;713
2024-07-22;10:01:00;6;3;0;246;732
2024-07-22;10:01:00;7;4;76;234;708
2024-07-22;10:01:00;8;4;85;0;711
2024-07-22;10:01:00;9;5;0;0;665
2024-07-22;10:01:00;10;5;72;250;672
2024-07-22;10:02:00;1;1;78;248;692
2024-07-22;10:02:00;2;1;83;258;695
2024-07-22;10:02:00;3;2;63;0;668
2024-07-22;10:02:00;4;2;68;264;673
2024-07-22;10:02:00;5;3;0;243;0
2024-07-22;10:02:00;6;3;68;251;683
2024-07-22;10:02:00;7;4;102;0;0
2024-07-22;10:02:00;8;4;105;258;721
2024-07-22;10:02:00;9;5;76;236;697
2024-07-22;10:02:00;10;5;82;251;708
2024-07-22;10:03:00;1;1;77;238;699
2024-07-22;10:03:00;2;1;78;249;707
2024-07-22;10:03:00;3;2;87;0;671
2024-07-22;10:03:00;4;2;90;254;684
2024-07-22;10:03:00;5;3;66;247;0
2024-07-22;10:03:00;6;3;0;266;720
2024-07-22;10:03:00;7;4;70;0;693
2024-07-22;10:03:00;8;4;76;250;0
2024-07-22;10:03:00;9;5;78;248;696
2024-07-22;10:03:00;10;5;83;257;701
2024-07-22;10:04:00;1;1;78;242;673
2024-07-22;10:04:00;2;1;87;247;690
2024-07-22;10:04:00;3;2;58;252;683
2024-07-22;10:04:00;4;2;72;273;702
2024-07-22;10:04:00;5;3;72;244;0
2024-07-22;10:04:00;6;3;75;256;712
2024-07-22;10:04:00;7;4;50;265;671
2024-07-22;10:04:00;8;4;0;0;687
